vet_name,rating,num_rating,sign_in_time,aquatic,bird,cattle,exotic,pet,reptile,is_new,weighted_score,score,newcomer_status,specialties
vet_db71ecbba2d4491f89be77ac43ca9432,2.9,86.0,2024-05-17 09:04:54.827,0,0,0,0,1,1,0,0.4707160804020101,3.8388295,EXISTING,"pet, reptile"
vet_066d0e98d1484a62bf90631998bd584f,4.2,76.0,2024-06-05 14:51:59.313,1,1,1,0,1,1,0,0.7581909547738694,3.7924428,EXISTING,"aquatic, bird, cattle, pet, reptile"
vet_20003f01c30e4ab19995bb6cec727364,3.8,129.0,2024-05-12 19:08:25.622,0,1,0,0,1,1,0,0.6948241206030151,3.789513,EXISTING,"bird, pet, reptile"
vet_4b6ca0154da74578b4bc7558786a3964,2.7,20.0,2024-06-05 23:16:56.231,0,1,1,0,1,1,0,0.39255025125628146,3.7670522,EXISTING,"bird, cattle, pet, reptile"
vet_55355e3d9dee4d3a8646d228eebccbbe,4.1,55.00000000000001,2024-05-22 08:26:11.536,1,1,1,0,1,1,0,0.7251381909547737,3.7641225,EXISTING,"aquatic, bird, cattle, pet, reptile"
vet_2ac66cb949d1429fac226eae9213d1e4,3.1,177.0,2024-05-07 19:19:04.630,0,0,0,0,1,1,0,0.5614447236180905,3.7445912,EXISTING,"pet, reptile"
vet_6189b350f12e453f94e19a36f134589c,3.5,132.0,2024-05-29 22:35:58.705,1,0,1,0,1,1,0,0.6288316582914573,3.7377553,EXISTING,"aquatic, cattle, pet, reptile"
vet_3e57af76b32a4765ad6495f78601e785,4.7,157.0,2024-05-06 12:52:43.347,0,0,0,0,1,0,0,0.911394472361809,3.7231069,EXISTING,pet
vet_ae140b2578214581b743239a26c486fa,4.4,176.0,2024-06-06 08:44:26.236,1,1,1,0,1,1,0,0.8534422110552765,3.695763,EXISTING,"aquatic, bird, cattle, pet, reptile"
vet_82432248209a49ff8a74c25ca9e57e63,4.5,119.0,2024-05-05 07:55:51.950,0,0,1,1,1,1,0,0.8472989949748744,3.6947865,EXISTING,"cattle, exotic, pet, reptile"
vet_bc13e838944b44f798c09e2c5e52eb07,4.3,38.0,2024-06-06 14:49:51.116,0,0,0,0,1,0,0,0.7615954773869346,3.685021,EXISTING,pet
vet_8bcfc2018e934c129d57b199605717a1,3.6,111.0,2024-05-13 05:18:22.140,0,1,0,0,1,1,0,0.6407788944723619,3.6195912,EXISTING,"bird, pet, reptile"
vet_51091071263a488a9b7afba1ebf27a44,4.1,34.0,2024-05-31 23:19:08.832,0,0,1,1,1,1,0,0.7145854271356783,3.5365834,EXISTING,"cattle, exotic, pet, reptile"
vet_2c613c1284064c03a5220c2d6c60397d,3.2,101.0,2024-06-08 09:07:52.610,1,0,1,0,1,1,0,0.5457537688442211,3.5111928,EXISTING,"aquatic, cattle, pet, reptile"
vet_89c881113d19416aa8499a48afeb0eb0,4.3,190.0,2024-05-04 03:23:29.423,1,1,1,0,1,1,0,0.8379773869346733,3.5092397,EXISTING,"aquatic, bird, cattle, pet, reptile"
vet_00008b4e6d174aaf8430009a37083a70,2.4,28.0,2024-05-23 19:39:02.439,0,0,0,0,1,1,0,0.32907035175879396,3.4740834,EXISTING,"pet, reptile"
vet_1909a178898b4956abc818929d083e9e,4.6,183.0,2024-05-22 00:20:35.520,0,1,1,0,1,0,0,0.9019597989949748,3.468224,EXISTING,"bird, cattle, pet"
vet_b01f6ca5f4284026889c4e737b37a37e,3.8,81.0,2024-06-02 16:45:39.381,1,0,0,0,1,1,0,0.6707035175879397,3.391564,EXISTING,"aquatic, pet, reptile"
vet_745860972eb04996a4ce024c3b00451f,4.5,75.0,2024-05-22 11:05:10.874,1,1,0,0,1,1,0,0.8251884422110553,3.2953725,EXISTING,"aquatic, bird, pet, reptile"
vet_6d96d6eebd1549549263df709822ce4a,4.6,41.0,2024-06-09 22:35:10.843,0,0,0,1,1,1,0,0.8306030150753768,3.2211537,EXISTING,"exotic, pet, reptile"
vet_776db2587a6e45cab78a960b5d61107c,3.2,104.99999999999999,2024-05-01 07:03:42.518,0,1,0,0,1,1,0,0.5477638190954774,3.1967397,EXISTING,"bird, pet, reptile"
vet_91b52da319b3406f88539afcdeb857fc,3.2,73.0,2024-05-15 03:59:18.200,0,0,1,0,1,0,0,0.5316834170854272,3.1855092,EXISTING,"cattle, pet"
vet_00c1efca3e1a4d9eac865b43d30c4815,2.5,150.0,2024-05-02 09:02:42.112,0,0,0,0,1,1,0,0.41287688442211057,3.1654897,EXISTING,"pet, reptile"
vet_ff876461f4b64d388757cb09d88a10ca,1.7,139.0,2024-05-31 22:19:13.394,0,0,1,0,1,1,0,0.22734924623115577,3.1586537,EXISTING,"cattle, pet, reptile"
vet_36d1209e2a6f4c1ab73c7dc8f98dbe0b,4.0,95.0,2024-05-27 10:33:12.614,0,0,0,0,1,0,0,0.7227386934673368,3.1576772,EXISTING,pet
vet_587bae280f234cab8bee05da2995b389,2.4,136.0,2024-05-23 14:01:55.139,0,0,0,0,1,1,0,0.38334170854271354,3.1059194,EXISTING,"pet, reptile"
vet_cf4cc4334d7e40e092ff75791c777a29,4.8,132.0,2024-05-04 21:36:41.060,0,1,1,1,1,1,0,0.9213316582914572,3.091271,EXISTING,"bird, cattle, exotic, pet, reptile"
vet_5b680ff01ef741fca7a37242b7b0042b,4.4,5.0,2024-05-17 15:43:37.970,0,1,1,1,1,1,0,0.7675125628140704,3.055138,EXISTING,"bird, cattle, exotic, pet, reptile"
vet_9eefb7734d124587aafb802d814835bc,4.1,36.0,2024-05-08 15:43:05.446,1,1,0,0,1,1,0,0.7155904522613065,2.9867787,EXISTING,"aquatic, bird, pet, reptile"
vet_6d7b455682b7443987d20a562a7693ae,2.8,125.00000000000001,2024-05-14 05:05:27.516,1,0,1,0,1,1,0,0.46781407035175876,2.983849,EXISTING,"aquatic, cattle, pet, reptile"
vet_67d51325fca04388b70207f5200e48c0,3.5,104.0,2024-05-16 16:20:58.425,1,0,0,0,1,1,0,0.6147613065326634,2.97506,EXISTING,"aquatic, pet, reptile"
vet_c1df296af3784dcd970278feb45db296,3.0,104.99999999999999,2024-06-08 04:23:37.436,0,1,0,0,1,1,0,0.5027638190954774,2.9745717,EXISTING,"bird, pet, reptile"
vet_f97110e9155e49c9b810ac5bc6381583,4.9,46.0,2024-06-02 07:37:13.832,1,0,1,1,1,1,0,0.9006155778894473,2.9262319,EXISTING,"aquatic, cattle, exotic, pet, reptile"
vet_28572517bf8542108dc6d05e6c0155e4,5.0,93.0,2024-05-21 00:26:43.695,1,0,1,1,1,1,0,0.9467336683417086,2.8852162,EXISTING,"aquatic, cattle, exotic, pet, reptile"
vet_2ef6906fe1fc4f8ebda1e7d5ee3b2708,4.8,3.0,2024-05-06 23:24:06.270,1,1,1,0,1,0,0,0.8565075376884422,2.8437123,EXISTING,"aquatic, bird, cattle, pet"
vet_01d5bdceba2a4f8b99dc3101aa5b75c6,2.0,88.0,2024-05-29 17:47:15.303,0,0,0,0,1,1,0,0.2692211055276382,2.8178334,EXISTING,"pet, reptile"
vet_4bb4bbf7f55f4297b7025151d7f1d20c,5.0,32.0,2024-06-06 23:19:01.408,0,1,0,1,1,1,0,0.9160804020100503,2.78756,EXISTING,"bird, exotic, pet, reptile"
vet_fc2971009e8d4250bc52f66d7f23dc87,4.9,89.0,2024-05-22 14:47:50.145,1,0,1,1,1,1,0,0.9222236180904523,2.7797475,EXISTING,"aquatic, cattle, exotic, pet, reptile"
vet_2ff260656709437dacbc28dfd8fca0b3,3.3,96.0,2024-05-12 04:20:25.260,1,0,0,0,1,1,0,0.5657412060301508,2.7758412,EXISTING,"aquatic, pet, reptile"
vet_33466eef148443c2a500680358444a33,2.1,138.0,2024-05-17 08:48:11.170,0,0,0,0,1,1,0,0.3168467336683417,2.7577748,EXISTING,"pet, reptile"
vet_68b3446303424476a1ae5084dffbd69f,4.2,138.0,2024-05-10 21:16:36.281,1,1,0,0,1,1,0,0.7893467336683417,2.7455678,EXISTING,"aquatic, bird, pet, reptile"
vet_6095370a90ba4fc28471a64fcffb331a,3.8,8.0,2024-05-19 00:50:08.611,1,1,0,0,1,1,0,0.6340201005025126,2.7289662,EXISTING,"aquatic, bird, pet, reptile"
vet_552542d1c2a8482d8f64614a32c5ae1f,3.7,134.0,2024-05-10 00:59:25.862,0,0,0,0,1,0,0,0.6748366834170855,2.6864858,EXISTING,pet
vet_c631bae7bfec4a0b94ffe1d97fe238d7,3.0,18.0,2024-05-26 14:04:18.874,1,1,1,0,1,1,0,0.4590452261306533,2.653771,EXISTING,"aquatic, bird, cattle, pet, reptile"
vet_3365780f86b5414ba2a574c14ab4cedc,3.6,132.0,2024-06-06 00:16:23.510,0,0,1,1,1,1,0,0.6513316582914573,2.6303334,EXISTING,"cattle, exotic, pet, reptile"
vet_68e9d2788d2c448c90a47ac091698c6e,3.0,62.99999999999999,2024-05-19 02:54:02.930,1,0,0,0,1,1,0,0.48165829145728645,2.5678334,EXISTING,"aquatic, pet, reptile"
vet_0c5e49826f9a4096bb03f6c85f00c75f,3.1,131.0,2024-05-07 01:24:18.614,1,0,0,0,1,1,0,0.5383291457286432,2.4399037,EXISTING,"aquatic, pet, reptile"
vet_b4768df9d6694c15b3199b3c46be8b69,4.7,139.0,2024-05-01 16:36:04.583,1,0,1,1,1,1,0,0.9023492462311558,2.383263,EXISTING,"aquatic, cattle, exotic, pet, reptile"
vet_f74a1b39992144ca98e4200bd03842fe,4.0,185.0,2024-05-26 23:45:50.488,1,1,0,0,1,1,0,0.7679648241206031,2.3686147,EXISTING,"aquatic, bird, pet, reptile"
vet_88d077d4789d45e39d2c62fee89e9009,2.9,86.0,2024-05-27 04:24:05.343,1,0,0,0,1,1,0,0.4707160804020101,2.355431,EXISTING,"aquatic, pet, reptile"
vet_2f9d7d9beb7f411f810e747b61342b14,2.9,75.0,2024-05-07 00:21:24.749,1,1,1,0,1,1,0,0.46518844221105526,2.3451772,EXISTING,"aquatic, bird, cattle, pet, reptile"
vet_c7f0ccc2425948f99518f63fa007d204,4.3,28.999999999999996,2024-05-02 06:43:28.351,1,0,1,1,1,1,0,0.757072864321608,2.3061147,EXISTING,"aquatic, cattle, exotic, pet, reptile"
vet_26063a24cfd54a959b22c5a46cd2e328,4.2,182.0,2024-06-11 11:58:17.918,0,0,0,1,1,1,0,0.8114572864321609,2.2885365,EXISTING,"exotic, pet, reptile"
vet_6eecaabe75d44799aba2fa3e505ec305,4.0,115.99999999999999,2024-05-25 06:05:04.121,0,0,0,1,1,1,0,0.7332914572864322,2.2846303,EXISTING,"exotic, pet, reptile"
vet_64aeb313ee0a40c39f590a583c2a78b1,4.5,15.000000000000002,2024-05-29 09:41:21.819,0,1,0,1,1,1,0,0.795037688442211,2.280724,EXISTING,"bird, exotic, pet, reptile"
vet_b5b88db894634792854650e1527c0b90,4.1,140.0,2024-05-20 00:01:39.645,0,1,1,1,1,1,0,0.7678517587939697,2.2699819,EXISTING,"bird, cattle, exotic, pet, reptile"
vet_0feabf884c414c818f634372dff69c69,3.9,74.0,2024-05-31 03:05:03.919,0,1,1,1,1,1,0,0.6896859296482412,2.2621694,EXISTING,"bird, cattle, exotic, pet, reptile"
vet_fd9757cad1bd4db5bfac39edb96c41d3,4.2,191.0,2024-05-17 13:38:57.318,0,0,0,1,1,1,0,0.8159798994974875,2.2592397,EXISTING,"exotic, pet, reptile"
vet_c812097bd95847a2959fa43790fb9062,3.7,14.0,2024-05-24 10:58:53.915,0,1,1,1,1,1,0,0.614535175879397,2.2397084,EXISTING,"bird, cattle, exotic, pet, reptile"
vet_ac81b39c4bf6474589ea792a75f88551,2.6,186.0,2024-06-12 14:17:14.517,0,1,0,0,1,1,0,0.45346733668341715,2.2392201,EXISTING,"bird, pet, reptile"
vet_7686b0a4c40a439c950186448a00cc11,3.8,53.0,2024-05-15 20:25:44.973,0,1,1,1,1,1,0,0.6566331658291458,2.2299428,EXISTING,"bird, cattle, exotic, pet, reptile"
vet_484cdfbd40434458a92d81d846297b2e,1.6,129.0,2024-05-06 20:59:12.785,0,1,1,0,1,1,0,0.19982412060301513,2.1791615,EXISTING,"bird, cattle, pet, reptile"
vet_0db62e775f2847afbbc8eb22bd7e85b8,4.5,135.0,2024-05-20 13:52:01.697,1,0,1,1,1,1,0,0.8553391959798995,2.171349,EXISTING,"aquatic, cattle, exotic, pet, reptile"
vet_ad2710c8ccb8458292a2614bf8a1aabd,2.0,11.0,2024-05-24 21:50:47.140,0,1,0,0,1,1,0,0.2305276381909548,2.167931,EXISTING,"bird, pet, reptile"
vet_26963c192b7c44d4a785854bb7e95671,1.2,24.999999999999996,2024-06-09 00:52:45.621,0,0,0,0,1,1,0,0.05756281407035175,2.1376576,EXISTING,"pet, reptile"
vet_160035af90ad4e338c431fb52906321a,4.0,153.0,2024-05-01 00:22:08.330,0,1,1,1,1,1,0,0.7518844221105528,2.106896,EXISTING,"bird, cattle, exotic, pet, reptile"
vet_32513f8a07074263bd4a443d47c2d575,1.7,18.0,2024-05-03 23:47:41.971,1,0,1,0,1,1,0,0.16654522613065326,2.1059194,EXISTING,"aquatic, cattle, pet, reptile"
vet_971dad0165b74544a2fb58ef56d7aa3c,2.3,128.0,2024-05-21 01:33:13.445,0,1,0,0,1,1,0,0.356821608040201,2.1049428,EXISTING,"bird, pet, reptile"
vet_5b864b34dedf4d4eb6105ff27c387c05,5.0,54.0,2024-05-02 00:28:19.180,1,1,1,1,1,1,0,0.9271356783919599,2.093224,EXISTING,"aquatic, bird, cattle, exotic, pet, reptile"
vet_e84607315a5c461493c17d743f6138e5,3.8,103.0,2024-05-26 05:48:18.360,0,1,1,1,1,1,0,0.6817587939698493,2.0580678,EXISTING,"bird, cattle, exotic, pet, reptile"
vet_e4b95f8d5a19436ea5420ccd7dcaed2a,4.3,118.0,2024-05-20 09:35:00.755,1,0,1,1,1,1,0,0.8017964824120603,2.0111928,EXISTING,"aquatic, cattle, exotic, pet, reptile"
vet_776bfe6bdbd74e7a96eec38a2e2ee7f9,3.7,87.0,2024-05-15 00:10:23.151,0,1,1,1,1,1,0,0.6512185929648242,2.0043569,EXISTING,"bird, cattle, exotic, pet, reptile"
vet_e474f10ff1b64b0ab3359a8e0ff5a46e,4.8,20.0,2024-06-04 17:06:19.290,1,1,1,1,1,1,0,0.8650502512562814,1.9945912,EXISTING,"aquatic, bird, cattle, exotic, pet, reptile"
vet_3e0a8d68be4a43b2bc5fa95c9f7f4b61,4.7,135.0,2024-05-05 10:22:29.985,0,0,1,1,1,0,0,0.9003391959798995,1.9740834,EXISTING,"cattle, exotic, pet"
vet_ff69220c523842e082d47905f780d02e,4.3,115.00000000000001,2024-05-28 05:29:31.125,1,0,0,0,1,0,0,0.800288944723618,1.9726186,EXISTING,"aquatic, pet"
vet_6bda5127648b43bf8ee20fb9aaeff281,3.0,115.99999999999999,2024-05-07 20:15:10.810,0,0,0,0,1,0,0,0.5082914572864322,1.9613881,EXISTING,pet
vet_33c291aca380489db10faeca5b018b75,5.0,97.0,2024-05-21 02:52:26.568,1,1,1,1,1,1,0,0.9487437185929648,1.9604115,EXISTING,"aquatic, bird, cattle, exotic, pet, reptile"
vet_9a98e825024249b897e4973a7a280e37,3.0,120.99999999999999,2024-05-13 15:28:40.462,0,0,0,0,1,0,0,0.5108040201005025,1.947228,EXISTING,pet
vet_d24e2fec615844c0a7c2d4ff0a6c803e,4.5,113.0,2024-05-21 13:27:14.401,0,1,0,1,1,1,0,0.8442839195979899,1.9418569,EXISTING,"bird, exotic, pet, reptile"
vet_cd738cb0c8174e33b3361e1c8a8401e4,4.8,37.0,2024-05-10 02:13:50.567,1,1,1,1,1,1,0,0.8735929648241206,1.9379506,EXISTING,"aquatic, bird, cattle, exotic, pet, reptile"
vet_9367951cac4b4ddbae11a336ec41f943,1.5,181.0,2024-06-07 11:05:26.258,0,0,0,0,1,1,0,0.20345477386934674,1.9350209,EXISTING,"pet, reptile"
vet_1b2efc10d23946b3b22a343baa580b8a,3.7,113.0,2024-05-31 12:08:16.461,0,1,1,1,1,1,0,0.6642839195979899,1.9135365,EXISTING,"bird, cattle, exotic, pet, reptile"
vet_dc932b7441cb404a9375273f89bebc43,3.0,134.0,2024-05-12 05:18:00.980,0,0,0,0,1,0,0,0.5173366834170854,1.9106069,EXISTING,pet
vet_44d8097fb5184cfe84f954610bae6c31,4.8,53.0,2024-05-09 09:00:13.228,1,1,1,1,1,1,0,0.8816331658291457,1.8910756,EXISTING,"aquatic, bird, cattle, exotic, pet, reptile"
vet_63f3f14facc148c082aa11997cb55133,5.0,122.0,2024-06-11 14:33:46.439,1,1,1,1,1,1,0,0.9613065326633166,1.8695912,EXISTING,"aquatic, bird, cattle, exotic, pet, reptile"
vet_d85f3c6ced2441349b11b79f52489ac5,3.2,64.0,2024-06-01 15:33:08.853,1,1,0,0,1,1,0,0.5271608040201006,1.865685,EXISTING,"aquatic, bird, pet, reptile"
vet_ccc2602a8b1e4a909e61b1276e09cced,2.1,138.0,2024-06-01 14:03:14.326,0,1,0,0,1,1,0,0.3168467336683417,1.85006,EXISTING,"bird, pet, reptile"
vet_57e67b5dfced4cf9a16141fbb80781c3,1.5,191.0,2024-05-25 07:03:55.202,0,1,1,0,1,1,0,0.20847989949748746,1.8490834,EXISTING,"bird, cattle, pet, reptile"
vet_f1fe092122bd4bda9f239734d402b52c,1.8,131.0,2024-05-02 04:14:30.070,1,0,1,0,1,1,0,0.24582914572864323,1.8422475,EXISTING,"aquatic, cattle, pet, reptile"
vet_e20b6ac591d14c67bdc20f7be3f34b23,4.7,42.0,2024-05-10 05:01:54.176,1,1,1,1,1,1,0,0.853605527638191,1.8236928,EXISTING,"aquatic, bird, cattle, exotic, pet, reptile"
vet_5787f44231114202ba949084943eb390,3.7,138.0,2024-05-29 01:49:27.384,0,1,1,1,1,1,0,0.6768467336683417,1.81881,EXISTING,"bird, cattle, exotic, pet, reptile"
vet_45bd518913bd4759ac274d91c96d34ff,1.2,99.0,2024-06-04 13:03:14.882,0,1,1,0,1,1,0,0.09474874371859296,1.8173451,EXISTING,"bird, cattle, pet, reptile"
vet_ed716eeeff8b418fb80d0e5cfd89bad7,2.6,149.0,2024-05-26 19:09:39.929,1,0,0,0,1,1,0,0.43487437185929656,1.8124623,EXISTING,"aquatic, pet, reptile"
vet_f59fc839eba648d4a733dd8a47617165,1.6,74.0,2024-05-25 08:47:48.367,1,0,1,0,1,1,0,0.17218592964824125,1.8090444,EXISTING,"aquatic, cattle, pet, reptile"
vet_b888089168ff4721b91227d077a43e99,3.3,17.0,2024-05-27 20:05:31.222,0,1,1,1,1,1,0,0.5260427135678392,1.7895131,EXISTING,"bird, cattle, exotic, pet, reptile"
vet_da7a0fb7541441288f30d034e4ccaa60,1.4,190.0,2024-06-08 09:17:40.729,0,0,0,0,1,1,0,0.18547738693467336,1.784142,EXISTING,"pet, reptile"
vet_4607f9da19944b019f41aa42ee80d718,3.5,79.0,2024-05-29 22:13:18.860,0,1,1,1,1,1,0,0.6021984924623116,1.7836537,EXISTING,"bird, cattle, exotic, pet, reptile"
vet_29f4b4c13b5f4b00ba99a4013ee5ab27,1.5,47.0,2024-05-01 15:34:15.636,1,0,1,0,1,1,0,0.1361180904522613,1.7802358,EXISTING,"aquatic, cattle, pet, reptile"
vet_fc4ff34c6a104e7386af3f96760019af,2.9,138.0,2024-05-04 10:03:32.787,0,0,0,0,1,0,0,0.4968467336683417,1.7748647,EXISTING,pet
vet_508288cdd35c4b42ad04e80ac0beefa4,3.5,98.0,2024-05-28 10:29:32.413,0,1,1,1,1,1,0,0.6117462311557789,1.7455678,EXISTING,"bird, cattle, exotic, pet, reptile"
vet_9a3df0c0bf7b4e76b2c3d0ed71fca738,2.7,106.0,2024-05-05 10:46:12.296,0,0,1,1,1,1,0,0.43576633165829154,1.7416615,EXISTING,"cattle, exotic, pet, reptile"
vet_b5f449337c06435385b7b929a1abc205,1.7,134.0,2024-06-12 03:24:18.412,1,0,1,0,1,1,0,0.22483668341708543,1.7240834,EXISTING,"aquatic, cattle, pet, reptile"
vet_8f00c1cfbd2b4b2e9784da5b2e8dc8db,2.3,62.99999999999999,2024-05-15 01:12:10.876,1,1,1,0,1,1,0,0.3241582914572864,1.7123647,EXISTING,"aquatic, bird, cattle, pet, reptile"
vet_78aae814f84e47eba7cc0e469b37c11d,1.3,6.0,2024-06-12 09:48:23.659,1,0,1,0,1,1,0,0.07051507537688444,1.6957631,EXISTING,"aquatic, cattle, pet, reptile"
vet_ab4b95850de14647854af70c147fa681,1.3,10.0,2024-05-01 09:44:14.609,1,0,1,0,1,1,0,0.07252512562814073,1.6811147,EXISTING,"aquatic, cattle, pet, reptile"
vet_7771fe4dbc634c68b2dd53d5bde8bd95,2.8,160.0,2024-06-09 20:21:57.976,0,0,1,1,1,1,0,0.48540201005025124,1.6576772,EXISTING,"cattle, exotic, pet, reptile"
vet_dffcbde6e7614b72bcb0a4ccb44b89c6,3.2,26.0,2024-05-12 14:18:56.268,0,1,1,1,1,1,0,0.5080653266331658,1.646935,EXISTING,"bird, cattle, exotic, pet, reptile"
vet_e07576f416c5403ca444d3bd3d92e7cf,4.9,163.0,2024-05-02 05:48:35.360,1,1,1,1,1,1,0,0.9594095477386935,1.6283803,EXISTING,"aquatic, bird, cattle, exotic, pet, reptile"
vet_82108f9a79c84cff8766d51a8aaaf477,3.5,112.0,2024-05-06 01:03:54.550,0,1,0,0,1,0,0,0.6187814070351759,1.6195912,EXISTING,"bird, pet"
vet_39a53f6768114e93b224a78a1d3d276e,2.8,151.0,2024-05-02 15:43:22.238,0,0,0,0,1,0,0,0.4808793969849246,1.615685,EXISTING,pet
vet_09137a8b1c394a6bb55829c2f3d81d44,1.4,64.0,2024-05-24 02:12:58.478,1,0,1,0,1,1,0,0.12216080402010049,1.6147084,EXISTING,"aquatic, cattle, pet, reptile"
vet_49b23f0c9ad84a47832024b003748adf,4.0,102.0,2024-05-28 20:53:51.143,1,1,1,0,1,0,0,0.7262562814070352,1.5912709,EXISTING,"aquatic, bird, cattle, pet"
vet_f439c243329f49f7a871ebea3e058d92,4.4,28.999999999999996,2024-06-06 16:44:49.252,1,0,0,1,1,1,0,0.7795728643216082,1.5756459,EXISTING,"aquatic, exotic, pet, reptile"
vet_0402ee5be00f4773a9622c1db7e39793,4.8,42.0,2024-05-16 07:14:04.459,0,0,0,1,1,0,0,0.8761055276381909,1.5697865,EXISTING,"exotic, pet"
vet_95c2a67a19684cd4a15f26a008714ad4,2.3,17.0,2024-05-17 13:34:16.769,0,0,0,0,1,0,0,0.3010427135678392,1.518517,EXISTING,pet
vet_d9dc2c61183c439aa0b601ae54a6ab53,1.0,150.0,2024-05-19 17:42:26.925,0,0,0,0,1,1,0,0.07537688442211056,1.4887319,EXISTING,"pet, reptile"
vet_21e232ef66d34e3e989feaa55300bb32,4.3,7.0,2024-05-24 15:29:36.764,1,1,1,1,1,1,0,0.7460175879396984,1.4779897,EXISTING,"aquatic, bird, cattle, exotic, pet, reptile"
vet_a33090c0ba454a0baf694c11f1d613d4,4.3,15.000000000000002,2024-05-09 20:40:32.192,1,1,1,1,1,1,0,0.750037688442211,1.4457631,EXISTING,"aquatic, bird, cattle, exotic, pet, reptile"
vet_898a1e4281c24a60b23318f1d7659b2e,4.3,21.0,2024-05-30 16:25:38.201,1,1,1,1,1,1,0,0.7530527638190954,1.4379506,EXISTING,"aquatic, bird, cattle, exotic, pet, reptile"
vet_828e8dc687bc49dcac9a688b6855cd47,1.7,133.0,2024-05-22 21:46:10.354,0,1,0,0,1,1,0,0.22433417085427138,1.4189076,EXISTING,"bird, pet, reptile"
vet_ce2657d8e9dd42e1874e99d02dd82334,2.6,165.0,2024-05-25 00:22:24.351,0,0,1,1,1,1,0,0.4429145728643217,1.4067006,EXISTING,"cattle, exotic, pet, reptile"
vet_d5ac4124dec84ebdba493a38cd130802,2.0,77.0,2024-06-11 15:46:40.530,1,0,0,0,1,1,0,0.2636934673366834,1.4013295,EXISTING,"aquatic, pet, reptile"
vet_528fd9b0a0804685a7b258d8c7f19cbb,3.3,131.0,2024-05-29 06:16:22.728,0,1,1,1,1,1,0,0.5833291457286431,1.3940053,EXISTING,"bird, cattle, exotic, pet, reptile"
vet_0bb3d59035e14b5fa75f68c36f28218b,4.2,7.0,2024-05-10 09:55:26.932,1,1,1,1,1,1,0,0.7235175879396986,1.3881459,EXISTING,"aquatic, bird, cattle, exotic, pet, reptile"
vet_384b08767e7c494ba24c5653b99886c1,4.3,35.0,2024-06-06 00:36:36.905,1,1,1,1,1,1,0,0.7600879396984924,1.3842397,EXISTING,"aquatic, bird, cattle, exotic, pet, reptile"
vet_70d463ac39c24b47b8edf9b43a2092b1,1.8,181.0,2024-05-06 12:17:28.185,0,1,0,0,1,1,0,0.27095477386934674,1.3666615,EXISTING,"bird, pet, reptile"
vet_b8917332831a4900a0da16af87c5e388,4.3,41.0,2024-06-08 16:42:03.487,1,1,1,1,1,1,0,0.7631030150753768,1.365685,EXISTING,"aquatic, bird, cattle, exotic, pet, reptile"
vet_f0c79b2af1684ebcbfb6fa423e2f3d76,2.3,180.0,2024-05-28 19:13:16.289,1,1,1,0,1,1,0,0.38295226130653265,1.311974,EXISTING,"aquatic, bird, cattle, pet, reptile"
vet_ee43d3295bc0471089651ad2f16c29a1,4.2,31.0,2024-05-11 13:16:05.269,1,1,1,1,1,1,0,0.7355778894472362,1.2856069,EXISTING,"aquatic, bird, cattle, exotic, pet, reptile"
vet_2e952b9a93394321b99765753b0e4085,2.2,180.0,2024-06-08 23:50:10.217,1,0,0,0,1,1,0,0.36045226130653274,1.2631459,EXISTING,"aquatic, pet, reptile"
vet_81a1e5ae277c49ab835779a879d83472,2.1,27.0,2024-05-27 17:26:09.471,0,0,0,0,1,0,0,0.2610678391959799,1.2572865,EXISTING,pet
vet_99b04311462e494cacc15e980a7b7719,1.4,84.0,2024-06-12 20:27:41.980,0,1,0,0,1,1,0,0.13221105527638188,1.2484975,EXISTING,"bird, pet, reptile"
vet_32ef792faa054e57a0b424211fd95a18,4.4,114.0,2024-05-11 03:20:03.891,1,1,1,1,1,1,0,0.8222864321608041,1.2348256,EXISTING,"aquatic, bird, cattle, exotic, pet, reptile"
vet_3f06737da8cf414fa62a06a594f8f66a,3.1,94.0,2024-05-02 07:29:54.725,0,1,0,0,1,0,0,0.5197361809045227,1.2255483,EXISTING,"bird, pet"
vet_e8c02d1a5f67439d84346dbdac161e22,2.8,43.0,2024-05-19 10:04:03.861,0,0,0,1,1,1,0,0.426608040201005,1.2108998,EXISTING,"exotic, pet, reptile"
vet_eb5c6d9a6fd14a9cafee6db0f38db5a2,3.8,66.0,2024-05-14 07:40:10.853,0,0,1,1,1,0,0,0.6631658291457286,1.2104115,EXISTING,"cattle, exotic, pet"
vet_2a547aaf079a45e8bae8716a923cfbbe,4.4,119.0,2024-05-09 19:14:16.750,1,1,1,1,1,1,0,0.8247989949748745,1.2045522,EXISTING,"aquatic, bird, cattle, exotic, pet, reptile"
vet_a97ddcd952b84019ba1332259da885e5,2.9,164.0,2024-06-11 14:39:53.510,1,1,0,0,1,1,0,0.5099120603015075,1.1967397,EXISTING,"aquatic, bird, pet, reptile"
vet_66945d1e30c444da954aa5b0d413729d,3.7,47.0,2024-05-25 05:13:53.550,0,0,1,1,1,0,0,0.6311180904522613,1.1742787,EXISTING,"cattle, exotic, pet"
vet_067762e4946c470b9e967d806a3d46c7,4.0,173.0,2024-05-24 04:31:39.327,0,1,0,1,1,1,0,0.7619346733668342,1.1742787,EXISTING,"bird, exotic, pet, reptile"
vet_f9a5949d34c04d4baa12a36e6c6f3102,4.5,157.0,2024-06-02 02:40:36.495,1,1,1,1,1,1,0,0.866394472361809,1.1654897,EXISTING,"aquatic, bird, cattle, exotic, pet, reptile"
